user_id,user_age,user_age_group,user_gender,user_has_children,user_married,user_home_country,user_home_city,user_home_airport,user_origin_airport,user_sign_up_date,user_group_family_category,sessions_number,avg_page_clicks,avg_click_rate,avg_sessions_before_purchase,avg_session_duration_min,flight_booking_proportion,hotel_booking_proportion,total_hotel_bookings,total_flight_bookings,overall_booking_proportion,never_purchased_proportion,avg_booking_lead_time_days,avg_bargain_hunter_index,most_common_destination_country,most_common_trip_airline,most_common_motive,most_common_departure_day_of_week,most_common_departure_season,avg_trip_duration_days,avg_distance_km,most_common_international_status,avg_checked_bags,most_common_business_status,flight_discount_proportion,hotel_discount_proportion,avg_flight_discount_amount,avg_hotel_discount_amount,avg_trip_cost_after_discount_usd,total_trip_cost_after_discount_usd,avg_fare_per_seat,avg_saved_dollars,most_common_fare_category,avg_DS_per_km,avg_cost_per_km,most_common_hotel,most_common_hotel_brand,most_common_hotel_in_home_city,most_common_hotel_category,most_common_hotel_preference,most_common_airline_preference,has_canceled,outlier_cluster,cluster,cluster_name,assigned_perk,Global_Explorer_Pass,Inspiration_Starter_Pack,Exclusive_Savings,Day_Trip_Deal,Elite_Business_Concierge,Flexible_Explorer_Pack,Smart_Savings_Pack,cluster_probability,conversion_score_raw,conversion_score,perk,Premium_Frequent_Travelers,Premium_Traveler_Deal,Flexible_Traveler_Deal,traveler_group,cp_threshold_x,cp_threshold_y,cp_threshold,cluster_cp_threshold
510418,35,35-44,F,True,True,US,dallas,DAL,,2023-01-04,No Flight,9,9.555555555555555,1.8888888888888888,0.0,0.4444444444444444,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Family,,,0.0,0.0,0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.02222222222222222,0.005555555555555556,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,False,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
510423,52,45-54,M,True,True,US,oakland,OAK,OAK,2023-01-04,Single,8,13.75,1.4428571428571428,3.0,1.0,0.125,0.125,1,2,0.25,0,7.0,0.0,CL,United Airlines,Family,Wednesday,Winter,1.0,67.875,1,0.125,0.0,0.25,0.125,0.0125,0.0125,130.48874999999998,1043.9099999999999,13.15125,0.0,Budget,0.0,0.19375690607734805,Aman Resorts - charlotte,Aman Resorts,0,Standard,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.75,0.0625,0.0625,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510449,52,45-54,F,True,False,US,charlotte,CLT,CLT,2023-01-04,Single,8,16.0,3.1211805555555556,0.0,1.875,0.5,0.375,3,8,0.5,0,8.5,0.000732741719924725,US,AirTran Airways,Family,Wednesday,Spring,1.25,488.875,1,0.375,1.0,0.375,0.0,0.0875,0.0,168.9788125,1351.8305,86.49375,7.0149375,Budget,0.005584284638763379,0.1754108853890764,Choice Hotels - toronto,Choice Hotels,0,Budget,0,0,False,0.0,4,Elite Business Travelers,Premium_Traveler_Deal,1,0,0,0,0,0,0,0.5,0.5,0.5,General 5% Travel Discount,1,1,0,Business Travelers,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
510452,55,55-65,F,False,False,CA,toronto,YKZ,YKZ,2023-01-04,Single,8,15.625,1.5753968253968254,3.0,1.625,0.5,0.5,4,8,0.5,0,5.25,0.0012007780673777874,US,United Airlines,Spontaneous Traveler,Monday,Spring,2.375,792.375,1,0.375,1.0,0.625,0.125,0.1,0.01875,691.3623124999999,5530.898499999999,137.27375,8.173937500000001,Budget,0.005542759366959691,0.1767322077108303,InterContinental  - new york,Marriott,0,Premium,1,1,False,,2,Global Leisure Explorers,Flexible_Traveler_Deal,1,0,0,0,0,0,0,0.5,0.125,0.125,General 5% Travel Discount,1,0,1,General Travelers,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
510459,30,25-34,M,False,False,CA,ottawa,YOW,YOW,2023-01-04,Single,8,19.625,2.9129464285714284,3.0,2.0,0.375,0.375,3,5,0.375,0,7.0,0.0,GB,Delta Air Lines,Leisure,Sunday,Spring,1.25,527.875,1,0.25,0.0,0.0,0.125,0.0,0.025,250.630625,2005.045,85.38062500000001,0.0,Budget,0.0,0.1451938449036654,Banyan Tree  - new york,Banyan Tree,0,Standard,0,0,False,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.625,0.09375,0.09375,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510490,70,65+,F,False,True,US,milwaukee,MKE,,2023-01-04,No Flight,7,9.142857142857142,0.7857142857142857,4.0,0.14285714285714285,0.0,0.14285714285714285,1,0,0.14285714285714285,0,7.0,0.0,US,,Leisure,,,0.5714285714285714,0.0,1,0.0,0.0,0.2857142857142857,0.14285714285714285,0.014285714285714287,0.014285714285714287,88.0,616.0,0.0,0.0,No Flight,0.0,0.17725709372312984,Extended Stay  - san diego,Extended Stay,0,Standard,0,0,False,0.0,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.8571428571428572,0.02857142857142857,0.02857142857142857,Free Flight with Hotel Stay,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510494,47,45-54,F,False,True,US,kansas city,MCI,MCI,2023-01-04,Single,9,15.333333333333334,2.424823633156967,0.0,2.0,0.5555555555555556,0.5555555555555556,5,10,0.5555555555555556,0,7.4,0.00044607078584283136,US,JetBlue Airways,Leisure,Sunday,Winter,1.7777777777777777,1024.6666666666667,1,0.2222222222222222,1.0,0.1111111111111111,0.0,0.016666666666666666,0.0,308.1104444444444,2772.9939999999997,182.40111111111113,4.957333333333334,Standard,0.0029738052389522095,0.1780319385487237,Banyan Tree  - san antonio,Banyan Tree,0,Budget,0,0,False,,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.5555555555555556,Luxury Hotel Upgrade,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
510511,48,45-54,F,False,True,US,stockton,SCK,SCK,2023-01-04,Single,7,12.142857142857142,2.048469387755102,2.0,1.4285714285714286,0.14285714285714285,0.2857142857142857,2,2,0.2857142857142857,0,4.0,0.0,GB,American Airlines,Leisure,Friday,Winter,1.1428571428571428,264.57142857142856,1,0.0,0.0,0.0,0.2857142857142857,0.0,0.021428571428571432,261.8157142857143,1832.71,44.24428571428571,0.0,Standard,0.0,0.16723002159827213,Conrad  - new york,Conrad,0,Business,0,0,False,0.0,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.7142857142857143,0.09523809523809523,0.09523809523809523,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510533,35,35-44,F,False,False,US,jacksonville,JAX,JAX,2023-01-04,Single,7,7.571428571428571,0.3673469387755102,4.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,1,2,0.14285714285714285,0,4.0,0.0,US,Southwest Airlines,Leisure,Monday,Winter,0.8571428571428571,185.71428571428572,0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.014285714285714287,0.03571428571428571,155.06428571428572,1085.45,35.06428571428571,0.0,Standard,0.0,0.1888076923076923,Accor - houston,Accor,0,Standard,0,0,False,0.0,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.8571428571428572,0.02857142857142857,0.02857142857142857,Extra 10% Off Next Domestic Booking,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510537,47,45-54,F,True,True,US,austin,AUS,AUS,2023-01-04,Single,9,16.88888888888889,2.099426807760141,1.0,1.5555555555555556,0.3333333333333333,0.4444444444444444,4,6,0.4444444444444444,0,7.333333333333333,0.0,CA,JetBlue Airways,Family,Sunday,Spring,2.888888888888889,754.8888888888889,1,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,0.03888888888888889,0.01666666666666667,441.1622222222222,3970.46,133.14,0.0,Premium,0.0,0.17627091488444543,Banyan Tree  - new york,Banyan Tree,0,Standard,0,0,False,0.0,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.5555555555555556,0.2222222222222222,0.2222222222222222,Luxury Hotel Upgrade,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
510543,19,16-24,M,True,False,CA,toronto,YYZ,,2023-01-04,No Flight,8,7.375,0.3125,0.0,0.125,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Family,,,0.0,0.0,0,0.0,0.0,0.125,0.125,0.00625,0.0125,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,False,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
510545,58,55-65,F,False,False,US,los angeles,LAX,,2023-01-04,No Flight,8,14.75,3.1089285714285713,2.0,1.875,0.0,0.125,1,0,0.125,0,7.0,0.0,US,,Leisure,,,0.625,0.0,1,0.0,0.0,0.125,0.25,0.0125,0.025,213.75,1710.0,0.0,0.0,No Flight,0.0,0.17725709372312984,Banyan Tree  - baltimore,Banyan Tree,0,Premium,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.875,0.041666666666666664,0.041666666666666664,Free Flight with Hotel Stay,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510558,23,16-24,M,True,False,US,newark,EWR,EWR,2023-01-04,Single,7,8.285714285714286,2.3214285714285716,5.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,1,1,0.14285714285714285,0,8.0,0.0,US,Cebu Pacific,Family,Friday,Spring,0.2857142857142857,584.4285714285714,1,0.14285714285714285,0.0,0.14285714285714285,0.0,0.02142857142857143,0.0,83.98428571428572,587.89,51.41285714285714,0.0,Standard,0.0,0.08797115619652897,InterContinental  - san jose,InterContinental,0,Standard,0,0,True,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.8571428571428572,0.023809523809523808,0.023809523809523808,Extra 10% Off Next Domestic Booking,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510570,43,35-44,F,False,False,US,new york,JFK,JFK,2023-01-04,Single,9,12.555555555555555,1.7314814814814816,3.0,1.0,0.2222222222222222,0.4444444444444444,4,4,0.4444444444444444,0,4.0,0.0,US,American Airlines,Leisure,Sunday,Spring,2.888888888888889,503.3333333333333,1,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.03333333333333333,0.011111111111111112,618.1155555555556,5563.04,94.78222222222222,0.0,Premium,0.0,0.18814762988026987,Accor - louisville,Accor,0,Business,0,0,False,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.5555555555555556,0.1111111111111111,0.1111111111111111,General 5% Travel Discount,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510571,20,16-24,F,True,True,US,new york,LGA,,2023-01-04,No Flight,7,10.285714285714286,1.3877551020408165,0.0,0.7142857142857143,0.0,0.42857142857142855,3,0,0.42857142857142855,0,7.0,0.0,CA,,Family,,,2.7142857142857144,0.0,1,0.0,0.0,0.42857142857142855,0.14285714285714285,0.07857142857142858,0.014285714285714287,582.0,4074.0,0.0,0.0,No Flight,0.0,0.17725709372312984,Conrad  - new york,Conrad,1,Standard,0,0,False,1.0,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.5714285714285714,0.42857142857142855,0.42857142857142855,Free Flight with Hotel Stay,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510575,22,16-24,F,True,False,US,los angeles,LAX,,2023-01-04,No Flight,8,9.375,1.8482142857142856,0.0,0.875,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Family,,,0.0,0.0,0,0.0,0.0,0.0,0.125,0.0,0.01875,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,False,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
510580,53,45-54,M,False,False,US,providence,PVD,PVD,2023-01-04,Single,8,11.25,1.6741071428571428,0.0,1.125,0.25,0.375,3,4,0.375,0,9.0,0.0,US,Delta Air Lines,Leisure,Monday,Summer,1.5,516.75,1,0.25,1.0,0.0,0.0,0.0,0.0,294.53499999999997,2356.2799999999997,98.41,0.0,Budget,0.0,0.18524643399619395,Choice Hotels - los angeles,Choice Hotels,0,Standard,0,0,False,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.625,0.375,0.375,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510582,26,25-34,M,False,False,US,phoenix,PHX,PHX,2023-01-04,Single,8,17.0,1.0833333333333333,1.0,0.625,0.125,0.25,2,2,0.25,0,4.0,0.0,US,Southwest Airlines,Leisure,Tuesday,Winter,1.5,22.0,1,0.0,1.0,0.25,0.125,0.03125,0.00625,331.08125,2648.65,4.14375,0.0,Budget,0.0,0.18835227272727273,Conrad  - tucson,Conrad,0,Business,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.75,0.125,0.125,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510585,17,16-24,F,True,False,CA,montreal,YUL,YUL,2023-01-04,Family with children,8,12.5,2.1495535714285716,7.0,1.125,0.125,0.125,1,2,0.125,0,224.0,0.0,CA,Air Canada,Family,Wednesday,Winter,1.875,375.75,0,0.125,0.0,0.0,0.0,0.0,0.0,459.30375,3674.43,70.92875,0.0,Premium,0.0,0.18876580172987356,Choice Hotels - calgary,Choice Hotels,0,Business,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.875,0.015625,0.015625,Extra 10% Off Next Domestic Booking,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510586,31,25-34,F,False,False,US,new york,LGA,LGA,2023-01-04,Single,6,13.833333333333334,1.375,0.0,1.5,0.5,0.5,3,5,0.5,0,8.333333333333334,0.0,US,Air Canada,Investigators,Friday,Spring,3.6666666666666665,1171.1666666666667,1,0.16666666666666666,0.0,0.3333333333333333,0.0,0.03333333333333333,0.0,423.1433333333334,2538.86,141.64333333333335,0.0,Budget,0.0,0.14670923340464143,Hilton - los angeles,Hilton,0,Budget,0,0,False,2.0,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.5,0.5,0.5,Luxury Hotel Upgrade,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
510610,34,25-34,F,False,True,US,new york,LGA,LGA,2023-01-04,Single,8,10.5,2.0089285714285716,2.0,1.0,0.125,0.125,1,2,0.125,0,7.0,0.0,US,United Airlines,Leisure,Sunday,Winter,0.875,324.875,0,0.0,0.0,0.0,0.375,0.0,0.0375,165.13,1321.04,65.4675,0.0,Premium,0.0,0.20151596767987687,Aman Resorts - denver,Aman Resorts,0,Standard,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.875,0.041666666666666664,0.041666666666666664,Extra 10% Off Next Domestic Booking,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510618,46,45-54,F,True,True,US,san diego,SAN,SAN,2023-01-04,Single,8,15.125,1.0416666666666667,5.0,1.0,0.25,0.375,3,3,0.375,0,6.0,0.0,US,British Airways,Family,Friday,Spring,1.5,474.5,1,0.0,0.0,0.375,0.125,0.03125,0.025,317.64750000000004,2541.1800000000003,68.7225,0.0,Budget,0.0,0.1275450076284116,Best Western - el paso,Best Western,0,Budget,0,0,False,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.625,0.0625,0.0625,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510676,49,45-54,F,True,True,US,new york,LGA,LGA,2023-01-05,Single,7,9.285714285714286,2.0357142857142856,0.0,1.2857142857142858,0.2857142857142857,0.2857142857142857,2,4,0.2857142857142857,0,11.0,0.0,US,Ryanair,Family,Friday,Winter,0.8571428571428571,647.4285714285714,1,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.028571428571428574,149.43714285714285,1046.06,109.72285714285715,0.0,Budget,0.0,0.17013819776661307,Conrad  - hamilton,Conrad,0,Budget,0,0,False,1.0,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.7142857142857143,0.2857142857142857,0.2857142857142857,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510686,35,35-44,F,False,True,US,st. petersburg,PIE,PIE,2023-01-05,Single,7,13.0,3.5544217687074826,0.0,1.4285714285714286,0.14285714285714285,0.2857142857142857,2,2,0.2857142857142857,0,8.0,0.0,US,Delta Air Lines,Leisure,Saturday,Winter,1.2857142857142858,233.28571428571428,1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0071428571428571435,0.014285714285714287,428.91857142857145,3002.4300000000003,41.20428571428572,0.0,Standard,0.0,0.17662584200857318,Accor - los angeles,Accor,0,Premium,0,0,False,1.0,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.7142857142857143,0.2857142857142857,0.2857142857142857,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510694,45,45-54,M,False,False,US,anchorage,ANC,ANC,2023-01-05,Single,6,19.333333333333332,1.0541666666666667,2.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2,4,0.3333333333333333,0,5.5,0.0,US,LAN Airlines,Leisure,Monday,Spring,1.0,1485.8333333333333,0,0.3333333333333333,1.0,0.0,0.16666666666666666,0.0,0.024999999999999998,332.71666666666664,1996.3,253.46666666666667,0.0,Premium,0.0,0.16998546656092395,Aman Resorts - nashville,Aman Resorts,0,Budget,0,0,True,1.0,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.6666666666666667,0.1111111111111111,0.1111111111111111,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510700,50,45-54,M,False,False,US,newark,EWR,EWR,2023-01-05,Single,7,15.428571428571429,1.7321428571428572,1.0,1.0,0.2857142857142857,0.42857142857142855,3,4,0.42857142857142855,0,10.5,0.0015035826242722793,US,American Airlines,Leisure,Saturday,Spring,1.8571428571428572,147.42857142857142,1,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.04285714285714286,0.0071428571428571435,493.42857142857144,3454.0,26.06142857142857,1.9185714285714286,Budget,0.006014330497089117,0.17446009399992085,Choice Hotels - boston,Choice Hotels,0,Standard,0,0,True,,4,Elite Business Travelers,Premium_Traveler_Deal,1,0,0,0,0,0,0,0.5714285714285714,0.21428571428571427,0.21428571428571427,Luxury Hotel Upgrade,1,1,0,Business Travelers,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
510707,40,35-44,F,True,False,CA,toronto,YKZ,YKZ,2023-01-05,Family with children,8,13.0,1.9067460317460319,2.0,1.25,0.25,0.125,1,4,0.25,0,7.5,0.0,US,Delta Air Lines,Family,Friday,Winter,1.375,132.25,1,0.25,0.0,0.25,0.0,0.05,0.0,69.010625,552.085,25.260625,0.0,Budget,0.0,0.18431029480156558,Choice Hotels - detroit,Choice Hotels,0,Standard,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.75,0.08333333333333333,0.08333333333333333,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510719,36,35-44,F,True,True,CA,montreal,YMX,,2023-01-05,No Flight,9,12.11111111111111,0.25396825396825395,6.0,0.2222222222222222,0.0,0.1111111111111111,1,0,0.1111111111111111,0,7.0,0.0,US,,Family,,,2.2222222222222223,0.0,1,0.0,0.0,0.2222222222222222,0.1111111111111111,0.027777777777777776,0.011111111111111112,215.55555555555554,1940.0,0.0,0.0,No Flight,0.0,0.17725709372312984,Wyndham - los angeles,Wyndham,0,Budget,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.8888888888888888,0.015873015873015872,0.015873015873015872,Free Flight with Hotel Stay,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510733,45,45-54,F,True,True,CA,toronto,YKZ,YKZ,2023-01-05,Single,8,11.5,1.3244047619047619,6.0,0.875,0.25,0.125,1,4,0.25,0,6.0,0.0,CL,Delta Air Lines,Family,Thursday,Spring,0.625,510.625,1,0.25,0.0,0.25,0.125,0.03125,0.01875,116.29499999999999,930.3599999999999,93.345,0.0,Budget,0.0,0.17800508445898594,Choice Hotels - baltimore,Choice Hotels,0,Standard,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.75,0.03571428571428571,0.03571428571428571,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510754,43,35-44,F,False,False,US,charlotte,CLT,CLT,2023-01-05,Single,8,19.375,1.9288194444444444,0.0,2.125,0.5,0.625,5,8,0.625,0,6.5,0.0018082427051150016,US,Air Canada,Leisure,Saturday,Winter,1.875,777.5,1,0.125,1.0,0.25,0.125,0.0375,0.00625,298.18125,2385.45,160.53875,27.357499999999998,Standard,0.0080795207689667,0.19000053005336578,Hilton - vancouver,Hilton,0,Standard,0,0,False,,4,Elite Business Travelers,Premium_Traveler_Deal,1,0,0,0,0,0,0,0.375,0.625,0.625,General 5% Travel Discount,1,1,0,Business Travelers,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
510779,40,35-44,F,False,False,CA,montreal,YHU,YHU,2023-01-05,Single,7,16.285714285714285,2.8095238095238098,0.0,1.7142857142857142,0.2857142857142857,0.42857142857142855,3,4,0.42857142857142855,0,11.0,0.0,US,Delta Air Lines,Leisure,Friday,Winter,1.1428571428571428,746.0,1,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,318.27714285714285,2227.94,146.84857142857143,0.0,Premium,0.0,0.18799009594666616,Aman Resorts - houston,Aman Resorts,0,Standard,0,0,False,1.0,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.5714285714285714,0.42857142857142855,0.42857142857142855,General 5% Travel Discount,0,0,1,General Travelers,0.625,0.625,0.625,0.625
510805,72,65+,F,False,False,US,dallas,DAL,DAL,2023-01-05,Single,8,16.5,1.03125,6.0,0.5,0.125,0.25,2,2,0.25,0,5.0,0.0,US,American Airlines,Leisure,Friday,Spring,1.375,265.875,1,0.25,0.0,0.25,0.0,0.024999999999999998,0.0,174.48250000000002,1395.8600000000001,48.6075,0.0,Standard,0.0,0.18282087447108605,Accor - fresno,Accor,0,Budget,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.75,0.03571428571428571,0.03571428571428571,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
510815,55,55-65,F,True,True,US,san antonio,SKF,SKF,2023-01-05,Single,9,18.666666666666668,2.117636684303351,1.0,1.7777777777777777,0.4444444444444444,0.4444444444444444,4,7,0.4444444444444444,0,6.5,0.00018023828023828027,US,Allegiant Air,Family,Monday,Winter,3.0,991.8888888888889,1,0.1111111111111111,1.0,0.2222222222222222,0.0,0.03333333333333334,0.0,718.1904444444444,6463.714,158.61666666666667,3.092888888888889,Premium,0.0018023828023828027,0.1545526398717901,Accor - seattle,Accor,0,Business,0,0,False,,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.5555555555555556,0.2222222222222222,0.2222222222222222,VIP Lounge & Priority Check-In,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
510822,45,45-54,F,False,False,US,new york,JFK,JFK,2023-01-05,Single,9,15.11111111111111,1.2043650793650795,3.0,1.0,0.3333333333333333,0.3333333333333333,3,6,0.4444444444444444,0,4.333333333333333,0.001432184197282335,US,American Airlines,Leisure,Friday,Spring,2.5555555555555554,986.1111111111111,1,0.1111111111111111,0.0,0.2222222222222222,0.6666666666666666,0.03888888888888889,0.1,511.875,4606.875,174.24666666666667,18.971666666666668,Premium,0.004773947324274451,0.17657210391128716,Conrad  - philadelphia,Conrad,0,Business,0,0,False,,4,Elite Business Travelers,Premium_Traveler_Deal,1,0,0,0,0,0,0,0.5555555555555556,0.1111111111111111,0.1111111111111111,General 5% Travel Discount,1,1,0,Business Travelers,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
510828,21,16-24,F,False,False,US,new york,LGA,,2023-01-05,No Flight,9,11.555555555555555,1.5,0.0,0.4444444444444444,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Investigators,,,0.0,0.0,0,0.0,0.0,0.2222222222222222,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,False,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
510836,40,35-44,F,False,False,US,nashville,BNA,BNA,2023-01-05,Single,8,20.5,3.085813492063492,0.0,2.625,0.625,0.625,5,10,0.625,0,6.8,0.0,US,Alitalia,Investigators,Thursday,Winter,1.625,778.625,1,0.375,1.0,0.125,0.0,0.01875,0.0,299.22749999999996,2393.8199999999997,142.7275,0.0,Standard,0.0,0.18404514909281713,Accor - new york,Accor,0,Standard,0,0,False,,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.375,0.625,0.625,General 5% Travel Discount,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
510841,37,35-44,M,False,False,CA,montreal,YMX,YMX,2023-01-05,Single,8,26.5,3.3833829365079366,0.0,3.25,0.875,0.875,7,14,0.875,0,7.714285714285714,0.0,US,Delta Air Lines,Investigators,Friday,Spring,3.125,1836.0,1,0.25,1.0,0.0,0.125,0.0,0.0125,781.665,6253.32,330.49,0.0,Premium,0.0,0.17767027812727873,Aman Resorts - san antonio,Choice Hotels,0,Standard,0,0,True,,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.125,0.875,0.875,General 5% Travel Discount,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
